symbol,pub_date,lang,n_words,n_tech_sentences,density_per_10k_words,diversity,n_tier2,commitment_share,ai_ml,big_data,cloud,erp,sar,xbrl
JOWM,2023-03-15,ar,22692,0,0.0,0,0,0,0,0,0,0,0,0
JOWM,2023-03-15,en,25004,0,0.0,0,0,0,0,0,0,0,0,0
JOWM,2024-02-28,ar,23097,0,0.0,0,0,0,0,0,0,0,0,0
JOWM,2024-02-28,en,25777,0,0.0,0,0,0,0,0,0,0,0,0
JOWM,2025-02-20,ar,19970,0,0.0,0,0,0,0,0,0,0,0,0
JOWM,2025-02-20,en,22446,0,0.0,0,0,0,0,0,0,0,0,0
JTEL,2021-04-29,ar,32042,0,0.0,0,0,0,0,0,0,0,0,0
JTEL,2021-04-29,en,34208,0,0.0,0,0,0,0,0,0,0,0,0
JTEL,2022-04-27,ar,53793,3,0.558,1,0,0.0,3,0,0,0,0,0
JTEL,2022-04-27,en,57266,2,0.349,1,0,0.0,1,0,0,0,0,0
JTEL,2023-04-27,ar,49541,2,0.404,1,0,0.0,2,0,0,0,0,0
JTEL,2023-04-27,en,52803,1,0.189,1,0,0.0,0,0,0,0,0,1
JTEL,2024-04-25,ar,51177,3,0.586,2,0,0.0,2,0,1,0,0,0
JTEL,2024-04-25,en,51012,4,0.784,2,1,0.25,2,0,0,0,0,1
JTEL,2025-04-24,ar,46437,6,1.292,2,0,0.0,4,0,2,0,0,0
JTEL,2025-04-24,en,51398,2,0.389,1,0,0.0,0,0,1,0,0,0
JVOI,2021-03-28,ar,13260,0,0.0,0,0,0,0,0,0,0,0,0
JVOI,2021-03-28,en,14334,0,0.0,0,0,0,0,0,0,0,0,0
JVOI,2022-03-15,ar,16926,0,0.0,0,0,0,0,0,0,0,0,0
JVOI,2022-03-15,en,18210,0,0.0,0,0,0,0,0,0,0,0,0
JVOI,2023-02-21,ar,16971,0,0.0,0,0,0,0,0,0,0,0,0
JVOI,2023-02-21,en,18507,0,0.0,0,0,0,0,0,0,0,0,0
JVOI,2024-03-21,ar,17703,0,0.0,0,0,0,0,0,0,0,0,0
JVOI,2024-03-21,en,18894,2,1.059,1,0,0.0,0,0,0,2,0,0
JVOI,2025-03-12,ar,17030,0,0.0,0,0,0,0,0,0,0,0,0
JVOI,2025-03-12,en,18517,1,0.54,1,0,0.0,0,0,0,1,0,0
KAFA,2025-04-21,ar,8180,0,0.0,0,0,0,0,0,0,0,0,0
KAFA,2025-04-21,en,8112,0,0.0,0,0,0,0,0,0,0,0,0
LEAS,2022-03-30,ar,16669,0,0.0,0,0,0,0,0,0,0,0,0
LEAS,2022-03-30,en,18330,0,0.0,0,0,0,0,0,0,0,0,0
LEAS,2023-04-27,ar,9255,0,0.0,0,0,0,0,0,0,0,0,0
LEAS,2023-04-27,en,10445,0,0.0,0,0,0,0,0,0,0,0,0
LEAS,2024-04-22,ar,8939,0,0.0,0,0,0,0,0,0,0,0,0
LEAS,2024-04-22,en,10126,0,0.0,0,0,0,0,0,0,0,0,0
LEAS,2025-04-06,ar,9042,0,0.0,0,0,0,0,0,0,0,0,0
LEAS,2025-04-06,en,10252,0,0.0,0,0,0,0,0,0,0,0,0
LEIN,2023-03-27,ar,10322,0,0.0,0,0,0,0,0,0,0,0,0
LEIN,2023-03-27,en,11766,0,0.0,0,0,0,0,0,0,0,0,0
LEIN,2024-03-06,ar,9174,0,0.0,0,0,0,0,0,0,0,0,0
LEIN,2024-03-06,en,10464,0,0.0,0,0,0,0,0,0,0,0,0
LEIN,2025-03-09,ar,8036,0,0.0,0,0,0,0,0,0,0,0,0
LEIN,2025-03-09,en,9186,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2021-06-14,ar,10628,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2021-06-14,en,12973,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2022-03-20,ar,11838,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2022-03-20,en,12383,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2023-03-07,ar,11413,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2023-03-07,en,12988,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2024-02-26,ar,15924,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2024-02-26,en,18980,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2025-02-25,ar,10928,0,0.0,0,0,0,0,0,0,0,0,0
MALL,2025-02-25,en,13265,0,0.0,0,0,0,0,0,0,0,0,0
MANE,2021-04-28,ar,20087,0,0.0,0,0,0,0,0,0,0,0,0
MANE,2021-04-28,en,16297,0,0.0,0,0,0,0,0,0,0,0,0
MANE,2022-04-28,ar,579161,0,0.0,0,0,0,0,0,0,0,0,0
MANE,2022-04-28,en,781068,0,0.0,0,0,0,0,0,0,0,0,0
MANE,2024-04-18,ar,11710,0,0.0,0,0,0,0,0,0,0,0,0
MANE,2024-04-18,en,9503,0,0.0,0,0,0,0,0,0,0,0,0
MANE,2025-04-30,ar,6902,0,0.0,0,0,0,0,0,0,0,0,0
MANE,2025-04-30,en,6617,0,0.0,0,0,0,0,0,0,0,0,0
MHFZ,2022-03-28,ar,9354,0,0.0,0,0,0,0,0,0,0,0,0
MHFZ,2022-03-28,en,9655,0,0.0,0,0,0,0,0,0,0,0,0
MHFZ,2023-03-19,ar,8224,0,0.0,0,0,0,0,0,0,0,0,0
MHFZ,2023-03-19,en,10333,0,0.0,0,0,0,0,0,0,0,0,0
MHFZ,2024-03-28,ar,7891,0,0.0,0,0,0,0,0,0,0,0,0
MHFZ,2024-03-28,en,10184,0,0.0,0,0,0,0,0,0,0,0,0
MHFZ,2025-04-23,ar,12468,0,0.0,0,0,0,0,0,0,0,0,0
MHFZ,2025-04-23,en,13358,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2021-03-31,ar,10803,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2021-03-31,en,11225,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2022-03-29,ar,11239,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2022-03-29,en,12131,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2023-03-30,ar,12136,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2023-03-30,en,13006,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2024-03-31,ar,11286,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2024-03-31,en,12250,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2025-03-18,ar,11329,0,0.0,0,0,0,0,0,0,0,0,0
MSFT,2025-03-18,en,12042,0,0.0,0,0,0,0,0,0,0,0,0
NAAI,2023-03-31,ar,31412,0,0.0,0,0,0,0,0,0,0,0,0
NAAI,2023-03-31,en,34704,0,0.0,0,0,0,0,0,0,0,0,0
NAST,2021-03-16,ar,8788,0,0.0,0,0,0,0,0,0,0,0,0
NAST,2021-03-16,en,9744,1,1.026,1,0,0.0,0,0,0,0,0,1
NAST,2022-03-08,ar,6761,0,0.0,0,0,0,0,0,0,0,0,0
NAST,2022-03-08,en,7589,0,0.0,0,0,0,0,0,0,0,0,0
NAST,2023-02-21,ar,8124,0,0.0,0,0,0,0,0,0,0,0,0
NAST,2023-02-21,en,9867,0,0.0,0,0,0,0,0,0,0,0,0
NAST,2024-03-10,ar,9125,0,0.0,0,0,0,0,0,0,0,0,0
NAST,2024-03-10,en,11176,0,0.0,0,0,0,0,0,0,0,0,0
NAST,2025-02-27,ar,8391,0,0.0,0,0,0,0,0,0,0,0,0
NAST,2025-02-27,en,10529,0,0.0,0,0,0,0,0,0,0,0,0
NATA,2022-03-21,ar,15866,0,0.0,0,0,0,0,0,0,0,0,0
NATA,2022-03-21,en,18169,0,0.0,0,0,0,0,0,0,0,0,0
NATA,2023-04-17,ar,7763,0,0.0,0,0,0,0,0,0,0,0,0
NATA,2023-04-17,en,9185,0,0.0,0,0,0,0,0,0,0,0,0
NATA,2024-04-28,ar,9413,0,0.0,0,0,0,0,0,0,0,0,0
NATA,2024-04-28,en,10862,0,0.0,0,0,0,0,0,0,0,0,0
NATA,2025-03-26,ar,9520,0,0.0,0,0,0,0,0,0,0,0,0
NATA,2025-03-26,en,11391,0,0.0,0,0,0,0,0,0,0,0,0
NATC,2021-03-15,ar,15578,0,0.0,0,0,0,0,0,0,0,0,0
NATC,2021-03-15,en,18301,0,0.0,0,0,0,0,0,0,0,0,0
NATP,2022-05-15,ar,1957,0,0.0,0,0,0,0,0,0,0,0,0
NATP,2022-05-15,en,2018,0,0.0,0,0,0,0,0,0,0,0,0
NCMD,2022-03-28,ar,10024,0,0.0,0,0,0,0,0,0,0,0,0
NCMD,2022-03-28,en,11086,0,0.0,0,0,0,0,0,0,0,0,0
NCMD,2023-03-26,ar,10806,0,0.0,0,0,0,0,0,0,0,0,0
NCMD,2023-03-26,en,12551,0,0.0,0,0,0,0,0,0,0,0,0
NCMD,2024-03-10,ar,15034,0,0.0,0,0,0,0,0,0,0,0,0
NCMD,2024-03-10,en,17946,0,0.0,0,0,0,0,0,0,0,0,0
NCMD,2025-02-24,ar,10852,0,0.0,0,0,0,0,0,0,0,0,0
NCMD,2025-02-24,en,12544,0,0.0,0,0,0,0,0,0,0,0,0
NDAR,2021-04-15,ar,20156,0,0.0,0,0,0,0,0,0,0,0,0
NDAR,2021-04-15,en,22734,0,0.0,0,0,0,0,0,0,0,0,0
NDAR,2022-03-31,ar,17279,0,0.0,0,0,0,0,0,0,0,0,0
NDAR,2022-03-31,en,19418,0,0.0,0,0,0,0,0,0,0,0,0
NDAR,2023-03-30,ar,17727,0,0.0,0,0,0,0,0,0,0,0,0
NDAR,2023-03-30,en,20588,0,0.0,0,0,0,0,0,0,0,0,0
NDAR,2024-03-31,ar,12223,1,0.818,1,0,0.0,1,0,0,0,0,0
NDAR,2024-03-31,en,13992,0,0.0,0,0,0,0,0,0,0,0,0
NDAR,2025-04-28,ar,14634,0,0.0,0,0,0,0,0,0,0,0,0
NDAR,2025-04-28,en,16793,0,0.0,0,0,0,0,0,0,0,0,0
NOTI,2025-04-30,ar,5162,0,0.0,0,0,0,0,0,0,0,0,0
NOTI,2025-04-30,en,5510,0,0.0,0,0,0,0,0,0,0,0,0
PHIL,2021-06-07,ar,17356,0,0.0,0,0,0,0,0,0,0,0,0
PHIL,2021-06-07,en,11087,0,0.0,0,0,0,0,0,0,0,0,0
PHIL,2021-06-10,ar,17734,0,0.0,0,0,0,0,0,0,0,0,0
PHIL,2021-06-10,en,11569,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2022-02-22,ar,10684,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2022-02-22,en,12357,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2022-04-05,ar,10084,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2022-04-05,en,10848,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2023-03-19,ar,9984,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2023-03-19,en,12210,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2024-04-18,ar,10597,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2024-04-18,en,11876,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2025-04-27,ar,14407,0,0.0,0,0,0,0,0,0,0,0,0
PROF,2025-04-27,en,15007,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2021-04-01,ar,6297,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2021-04-01,en,7271,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2022-03-26,ar,7706,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2022-03-26,en,8345,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2023-03-28,ar,8404,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2023-03-28,en,9408,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2024-03-04,ar,8428,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2024-03-04,en,9464,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2024-03-12,ar,8431,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2024-03-12,en,9475,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2025-03-10,ar,8001,0,0.0,0,0,0,0,0,0,0,0,0
REDV,2025-03-10,en,8895,0,0.0,0,0,0,0,0,0,0,0,0
RICS,2022-03-13,ar,13852,0,0.0,0,0,0,0,0,0,0,0,0
RICS,2022-03-13,en,12250,0,0.0,0,0,0,0,0,0,0,0,0
RICS,2024-03-21,ar,12122,0,0.0,0,0,0,0,0,0,0,0,0
RICS,2024-03-21,en,13870,0,0.0,0,0,0,0,0,0,0,0,0
RICS,2025-03-20,ar,15229,0,0.0,0,0,0,0,0,0,0,0,0
RICS,2025-03-20,en,17214,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2021-05-18,ar,12555,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2021-05-18,en,14900,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2022-03-30,ar,15149,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2022-03-30,en,16810,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2023-03-06,ar,10867,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2023-03-06,en,11972,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2024-03-28,ar,4976,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2024-03-28,en,6055,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2025-03-24,ar,5917,0,0.0,0,0,0,0,0,0,0,0,0
RMCC,2025-03-24,en,7195,1,1.39,1,0,0.0,0,0,0,1,0,0
RUMI,2021-04-29,ar,6205,0,0.0,0,0,0,0,0,0,0,0,0
RUMI,2021-04-29,en,6137,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2021-05-18,ar,13435,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2021-05-18,en,11115,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2022-03-27,ar,12924,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2022-03-27,en,11027,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2023-04-16,ar,16602,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2023-04-16,en,15822,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2024-03-19,ar,11681,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2024-03-19,en,9722,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2025-04-24,ar,12231,0,0.0,0,0,0,0,0,0,0,0,0
SABK,2025-04-24,en,10393,0,0.0,0,0,0,0,0,0,0,0,0
SGBJ,2021-05-03,ar,38351,1,0.261,1,0,0.0,0,1,0,0,0,0
SGBJ,2021-05-03,en,43497,0,0.0,0,0,0,0,0,0,0,0,0
SGBJ,2022-04-27,ar,35910,1,0.278,1,0,0.0,0,1,0,0,0,0
SGBJ,2022-04-27,en,39256,1,0.255,1,0,0.0,1,0,0,0,0,0
SHRA,2022-04-21,ar,9537,0,0.0,0,0,0,0,0,0,0,0,0
SHRA,2022-04-21,en,6179,0,0.0,0,0,0,0,0,0,0,0,0
SHRA,2023-04-30,ar,5676,0,0.0,0,0,0,0,0,0,0,0,0
SHRA,2023-04-30,en,1490,0,0.0,0,0,0,0,0,0,0,0,0
SHRA,2024-04-25,ar,8638,0,0.0,0,0,0,0,0,0,0,0,0
SHRA,2024-04-25,en,4614,0,0.0,0,0,0,0,0,0,0,0,0
SHRA,2025-04-29,ar,13231,0,0.0,0,0,0,0,0,0,0,0,0
SHRA,2025-04-29,en,8195,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2021-04-30,ar,20844,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2021-04-30,en,15088,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2022-04-28,ar,20822,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2022-04-28,en,5768,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2023-04-18,ar,10878,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2023-04-18,en,3870,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2024-04-29,ar,11674,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2024-04-29,en,3651,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2025-04-27,ar,17319,0,0.0,0,0,0,0,0,0,0,0,0
SITT,2025-04-27,en,10276,0,0.0,0,0,0,0,0,0,0,0,0
SPIC,2023-04-26,ar,7693,0,0.0,0,0,0,0,0,0,0,0,0
SPIC,2023-04-26,en,3084,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2021-03-25,ar,9158,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2021-03-25,en,6721,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2022-03-30,ar,9713,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2022-03-30,en,10913,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2023-03-05,ar,9052,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2023-03-05,en,9988,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2024-03-07,ar,10190,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2024-03-07,en,11340,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2025-03-19,ar,9174,0,0.0,0,0,0,0,0,0,0,0,0
SPTI,2025-03-19,en,10050,0,0.0,0,0,0,0,0,0,0,0,0
SURA,2022-05-08,ar,3049,0,0.0,0,0,0,0,0,0,0,0,0
SURA,2022-05-08,en,3637,0,0.0,0,0,0,0,0,0,0,0,0
SURA,2023-03-31,ar,3990,0,0.0,0,0,0,0,0,0,0,0,0
SURA,2023-03-31,en,4712,0,0.0,0,0,0,0,0,0,0,0,0
SURA,2024-04-23,ar,4180,0,0.0,0,0,0,0,0,0,0,0,0
SURA,2024-04-23,en,5167,0,0.0,0,0,0,0,0,0,0,0,0
SURA,2025-04-06,ar,3764,0,0.0,0,0,0,0,0,0,0,0,0
SURA,2025-04-06,en,4648,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2021-03-31,ar,26833,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2021-03-31,en,27250,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2022-03-31,ar,28168,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2022-03-31,en,30851,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2023-03-31,ar,31259,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2023-03-31,en,34049,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2024-03-31,ar,47145,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2024-03-31,en,50442,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2025-04-05,ar,44351,0,0.0,0,0,0,0,0,0,0,0,0
THBK,2025-04-05,en,47747,0,0.0,0,0,0,0,0,0,0,0,0
THDI,2021-04-29,ar,5305,0,0.0,0,0,0,0,0,0,0,0,0
THDI,2021-04-29,en,6502,0,0.0,0,0,0,0,0,0,0,0,0
THDI,2022-03-07,ar,6105,0,0.0,0,0,0,0,0,0,0,0,0
THDI,2022-03-07,en,7189,0,0.0,0,0,0,0,0,0,0,0,0
THDI,2023-04-12,ar,3587,0,0.0,0,0,0,0,0,0,0,0,0
THDI,2023-04-12,en,4349,0,0.0,0,0,0,0,0,0,0,0,0
THDI,2024-03-31,ar,9590,0,0.0,0,0,0,0,0,0,0,0,0
THDI,2024-03-31,en,10821,0,0.0,0,0,0,0,0,0,0,0,0
UBSI,2021-04-29,ar,47037,0,0.0,0,0,0,0,0,0,0,0,0
UBSI,2021-04-29,en,30443,0,0.0,0,0,0,0,0,0,0,0,0
UBSI,2021-05-16,ar,47037,0,0.0,0,0,0,0,0,0,0,0,0
UBSI,2021-05-16,en,50019,0,0.0,0,0,0,0,0,0,0,0,0
UBSI,2022-04-29,ar,52457,1,0.191,1,0,0.0,0,1,0,0,0,0
UBSI,2022-04-29,en,58801,0,0.0,0,0,0,0,0,0,0,0,0
UBSI,2023-03-31,ar,57528,1,0.174,1,0,0.0,0,1,0,0,0,0
UBSI,2023-03-31,en,39805,0,0.0,0,0,0,0,0,0,0,0,0
UBSI,2024-03-31,ar,53660,2,0.373,2,1,0.5,1,1,0,0,0,0
UBSI,2024-03-31,en,36953,0,0.0,0,0,0,0,0,0,0,0,0
UCFI,2022-04-29,ar,22088,0,0.0,0,0,0,0,0,0,0,0,0
UCFI,2022-04-29,en,24956,0,0.0,0,0,0,0,0,0,0,0,0
UCFI,2023-04-30,ar,20020,0,0.0,0,0,0,0,0,0,0,0,0
UCFI,2023-04-30,en,24076,0,0.0,0,0,0,0,0,0,0,0,0
UCFI,2024-04-30,ar,10961,0,0.0,0,0,0,0,0,0,0,0,0
UCFI,2024-04-30,en,12839,0,0.0,0,0,0,0,0,0,0,0,0
UCFI,2025-04-30,ar,17706,0,0.0,0,0,0,0,0,0,0,0,0
UCFI,2025-04-30,en,19729,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2021-03-31,ar,8984,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2021-03-31,en,10898,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2022-04-12,ar,10297,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2022-04-12,en,10923,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2023-03-28,ar,15636,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2023-03-28,en,15600,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2024-03-21,ar,14126,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2024-03-21,en,14757,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2025-04-20,ar,14576,0,0.0,0,0,0,0,0,0,0,0,0
UMIC,2025-04-20,en,16974,0,0.0,0,0,0,0,0,0,0,0,0
VFED,2022-03-24,ar,13530,0,0.0,0,0,0,0,0,0,0,0,0
VFED,2022-03-24,en,16056,0,0.0,0,0,0,0,0,0,0,0,0
VFED,2023-03-26,ar,15059,0,0.0,0,0,0,0,0,0,0,0,0
VFED,2023-03-26,en,17662,0,0.0,0,0,0,0,0,0,0,0,0
VFED,2024-02-29,ar,14002,1,0.714,1,0,0.0,0,0,0,0,0,1
VFED,2024-02-29,en,17160,1,0.583,1,0,0.0,0,0,0,0,0,1
VFED,2025-03-13,ar,14115,1,0.708,1,0,0.0,0,0,0,0,0,1
VFED,2025-03-13,en,16697,1,0.599,1,0,0.0,0,0,0,0,0,1
ZARA,2021-04-30,ar,24033,0,0.0,0,0,0,0,0,0,0,0,0
ZARA,2021-04-30,en,26719,0,0.0,0,0,0,0,0,0,0,0,0
ZARA,2022-04-27,ar,25060,0,0.0,0,0,0,0,0,0,0,0,0
ZARA,2022-04-27,en,26944,0,0.0,0,0,0,0,0,0,0,0,0
ZARA,2023-04-30,ar,28104,0,0.0,0,0,0,0,0,0,0,0,0
ZARA,2023-04-30,en,29564,0,0.0,0,0,0,0,0,0,0,0,0
ZARA,2024-04-29,ar,26294,0,0.0,0,0,0,0,0,0,0,0,0
ZARA,2024-04-29,en,28363,0,0.0,0,0,0,0,0,0,0,0,0
ZARA,2025-04-30,ar,28357,0,0.0,0,0,0,0,0,0,0,0,0
ZARA,2025-04-30,en,30894,0,0.0,0,0,0,0,0,0,0,0,0
ZEIC,2021-03-03,ar,15810,0,0.0,0,0,0,0,0,0,0,0,0
ZEIC,2021-03-03,en,19022,0,0.0,0,0,0,0,0,0,0,0,0
ZEIC,2022-02-24,ar,22531,1,0.444,1,0,0.0,1,0,0,0,0,0
ZEIC,2022-02-24,en,28952,2,0.691,1,0,0.0,2,0,0,0,0,0
ZEIC,2023-02-07,ar,27177,2,0.736,1,0,0.0,2,0,0,0,0,0
ZEIC,2023-02-07,en,32311,3,0.928,1,0,0.0,3,0,0,0,0,0
ZEIC,2024-02-13,ar,28843,1,0.347,1,0,0.0,1,0,0,0,0,0
ZEIC,2024-02-13,en,34403,1,0.291,1,0,0.0,1,0,0,0,0,0
ZEIC,2025-02-12,ar,28798,1,0.347,1,0,0.0,1,0,0,0,0,0
ZEIC,2025-02-12,en,34474,1,0.29,1,0,0.0,1,0,0,0,0,0
